Age,Work Class,FNLWGT,HS Grad,Education,Education Num,Marital Status,Occupation,Relationship,Race,Sex,Cap Gain,Cap Loss,Hours/Wk,Native Country,Annual Salary
61, Private,298400,TRUE, Bachelors,13, Divorced, Sales, Not-in-family, Black, Male,4787,0,48, United-States, >50K
51, Federal-gov,163671,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
38, Self-emp-not-inc,140583,TRUE, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
51, Private,137253,TRUE, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
28, Private,246974,TRUE, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc,182470,TRUE, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
57, Self-emp-inc,107617,TRUE, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
44, Self-emp-inc,116358,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, ?, >50K
29, Private,250819,TRUE, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,196508,TRUE, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Private,367533,FALSE, 10th,6, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,43, United-States, >50K
74, Private,188709,TRUE, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
50, Private,271160,TRUE, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private,173674,TRUE, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,0,0,14, United-States, <=50K
64, ?,257790,TRUE, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,38, United-States, <=50K
44, Private,322391,FALSE, 11th,7, Separated, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
34, Private,209691,TRUE, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,50, United-States, >50K
17, Private,104232,FALSE, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
17, ?,86786,FALSE, 10th,6, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private,88233,TRUE, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
32, Private,240888,TRUE, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private,169719,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States, >50K
20, Private,129240,TRUE, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private,160968,TRUE, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
34, Private,236861,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
30, Private,109282,TRUE, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private,215047,FALSE, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,115932,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Ireland, >50K
28, Private,55360,TRUE, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Private,224658,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
29, Local-gov,376302,TRUE, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,35, Nicaragua, >50K
28, Private,183597,TRUE, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,594,0,50, Germany, <=50K
37, Private,115289,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc,258883,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,69132,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,207301,TRUE, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K
37, Private,179671,TRUE, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc,140456,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, Private,327397,TRUE, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
60, Private,200235,TRUE, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc,108435,TRUE, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,2829,0,30, United-States, <=50K
47, Private,195978,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private,329144,TRUE, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, >50K
48, Self-emp-inc,250674,TRUE, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
57, ?,176897,TRUE, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States, <=50K
50, Self-emp-inc,132716,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
62, Private,174201,FALSE, 9th,5, Widowed, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
45, Private,167617,TRUE, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov,254949,TRUE, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
62, Private,319582,TRUE, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
25, Private,248990,FALSE, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
49, Private,144396,FALSE, 11th,7, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, State-gov,200469,TRUE, Some-college,10, Never-married, Protective-serv, Unmarried, Black, Female,3887,0,40, United-States, <=50K
25, Federal-gov,55636,TRUE, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private,185624,TRUE, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
27, Local-gov,125442,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
43, Private,160943,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
30, Private,243841,TRUE, HS-grad,9, Divorced, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, South, <=50K
21, Private,34616,TRUE, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private,235847,TRUE, Prof-school,15, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
33, Private,174789,TRUE, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private,280111,FALSE, 11th,7, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
70, Private,236055,FALSE, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private,237865,TRUE, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,42, United-States, <=50K
17, Private,194612,FALSE, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
20, Private,173851,TRUE, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private,372483,TRUE, Some-college,10, Never-married, Other-service, Other-relative, Black, Male,0,0,35, United-States, <=50K
71, Federal-gov,422149,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,40, United-States, >50K
31, Private,174201,TRUE, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,272618,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
52, Private,74660,TRUE, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,201481,TRUE, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,175232,TRUE, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private,336440,TRUE, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,46645,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,9, United-States, <=50K
48, State-gov,31141,TRUE, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States, >50K
53, Private,281425,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc,31510,TRUE, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private,310255,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
32, Federal-gov,82393,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,56, United-States, >50K
59, Self-emp-not-inc,190514,FALSE, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
49, Private,165513,TRUE, Some-college,10, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
65, ?,178931,TRUE, HS-grad,9, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,3818,0,40, United-States, <=50K
31, Private,226696,TRUE, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
53, Private,195813,FALSE, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Other, Male,5178,0,40, Puerto-Rico, >50K
44, Private,165815,FALSE, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,123983,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,55, Japan, >50K
36, Private,235371,TRUE, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private,147258,FALSE, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
63, ?,222289,TRUE, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,7688,0,54, United-States, >50K
67, Self-emp-inc,171564,TRUE, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,20051,0,30, England, >50K
29, Private,255949,TRUE, Bachelors,13, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
52, Private,186272,TRUE, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private,282872,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1628,40, United-States, <=50K
21, Private,111676,TRUE, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,199501,TRUE, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,38, United-States, <=50K
24, Private,151443,TRUE, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Black, Female,0,0,30, United-States, <=50K
31, Private,145935,TRUE, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
54, Federal-gov,230387,TRUE, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
44, Private,127592,TRUE, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,210828,TRUE, Some-college,10, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,30, United-States, <=50K
41, Private,297186,TRUE, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc,116554,TRUE, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
30, Private,144593,TRUE, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, ?, <=50K
26, State-gov,147719,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India, <=50K
68, Self-emp-not-inc,89011,TRUE, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, <=50K
31, Private,38158,TRUE, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,178686,TRUE, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
80, ?,172826,TRUE, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K
26, Private,155752,TRUE, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
63, Private,100099,FALSE, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,231688,TRUE, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
30, ?,147215,TRUE, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
42, Self-emp-inc,50122,TRUE, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
64, Federal-gov,86837,TRUE, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, Private,113364,TRUE, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,289390,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
73, Private,77884,TRUE, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
32, Private,390157,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Private,89587,TRUE, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, United-States, >50K
58, Private,234328,TRUE, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov,365430,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
24, Private,410439,TRUE, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
53, Private,129525,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private,166527,TRUE, Some-college,10, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, United-States, <=50K
42, ?,109912,TRUE, Assoc-acdm,12, Never-married, ?, Other-relative, White, Female,0,0,40, United-States, <=50K
30, Private,210906,TRUE, HS-grad,9, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
38, Private,405284,TRUE, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private,138269,TRUE, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,25429,FALSE, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private,231672,TRUE, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private,258550,TRUE, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private,268147,FALSE, 9th,5, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private,54411,TRUE, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, ?, <=50K
54, Private,37289,TRUE, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, United-States, >50K
23, Private,157951,TRUE, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Self-emp-inc,225165,TRUE, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
37, Private,238049,FALSE, 9th,5, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
31, Private,197252,FALSE, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
56, Self-emp-inc,216636,FALSE, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1651,40, United-States, <=50K
25, Private,183575,FALSE, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private,19752,FALSE, 11th,7, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
37, Private,103925,TRUE, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,68, United-States, <=50K
60, Private,31577,TRUE, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
59, Federal-gov,61298,TRUE, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Federal-gov,190541,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc,366089,TRUE, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
28, ?,389857,TRUE, HS-grad,9, Married-civ-spouse, ?, Other-relative, White, Male,0,0,16, United-States, <=50K
33, ?,192644,TRUE, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,216129,TRUE, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,1408,50, United-States, <=50K
29, Private,51944,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,4386,0,40, United-States, >50K
33, Self-emp-not-inc,67482,TRUE, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,99, United-States, <=50K
29, ?,108775,TRUE, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
23, State-gov,279243,TRUE, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,278391,TRUE, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Nicaragua, <=50K
60, Private,349898,TRUE, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,44, United-States, <=50K
44, Private,219441,FALSE, 10th,6, Never-married, Sales, Unmarried, Other, Female,0,0,35, Dominican-Republic, <=50K
18, Private,173255,TRUE, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,1055,0,25, United-States, <=50K
52, Federal-gov,29623,FALSE, 12th,8, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private,217460,TRUE, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private,163604,TRUE, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, >50K
33, Private,163110,TRUE, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,40, United-States, <=50K
20, Private,238685,TRUE, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
27, ?,251854,TRUE, Bachelors,13, Married-civ-spouse, ?, Wife, Black, Female,0,0,35, ?, >50K
33, Private,213308,TRUE, Assoc-voc,11, Separated, Adm-clerical, Own-child, Black, Female,0,0,50, United-States, <=50K
25, Private,193773,TRUE, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
63, Private,114011,TRUE, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
63, Self-emp-not-inc,52144,TRUE, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Private,347934,TRUE, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
58, Private,293399,FALSE, 11th,7, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, ?,118630,TRUE, Assoc-voc,11, Widowed, ?, Unmarried, White, Female,0,0,35, United-States, <=50K
35, Private,127306,TRUE, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,14344,0,40, United-States, >50K
42, Private,366180,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
20, Local-gov,188950,TRUE, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States, <=50K
35, Private,189382,TRUE, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private,24515,FALSE, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,283116,TRUE, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,1506,0,50, United-States, <=50K
43, Self-emp-not-inc,182217,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
19, Private,552354,FALSE, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private,163021,TRUE, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,61885,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
36, Self-emp-not-inc,182898,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
45, Private,183092,TRUE, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private,30289,FALSE, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
29, Private,77572,TRUE, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, State-gov,118330,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
36, Private,469056,TRUE, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
58, Private,145574,FALSE, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,302041,TRUE, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private,32552,TRUE, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4, United-States, <=50K
42, Private,185413,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov,26543,TRUE, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
23, Federal-gov,163870,TRUE, Some-college,10, Never-married, Armed-Forces, Other-relative, White, Male,0,0,40, United-States, <=50K
21, Private,240063,TRUE, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
48, Private,208748,FALSE, 5th-6th,3, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
32, Local-gov,84119,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,84130,TRUE, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
66, Local-gov,261062,TRUE, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Local-gov,336010,TRUE, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States, <=50K
52, Private,389270,TRUE, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
17, Private,138293,FALSE, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private,240389,TRUE, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
39, Private,190297,TRUE, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,55, United-States, >50K
21, ?,170070,TRUE, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,10, United-States, <=50K
24, Private,149457,TRUE, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private,81534,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,84, Japan, >50K
25, Private,378322,TRUE, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,2001,50, United-States, <=50K
29, Federal-gov,196912,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private,116143,TRUE, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,44, United-States, >50K
34, Self-emp-not-inc,80933,TRUE, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Local-gov,190660,TRUE, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private,120155,TRUE, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,39, United-States, <=50K
47, Private,167159,TRUE, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4650,0,40, United-States, <=50K
36, Private,58343,TRUE, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,42, United-States, >50K
44, Federal-gov,161240,TRUE, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,126402,TRUE, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,60, United-States, <=50K
23, Private,148709,TRUE, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
45, Local-gov,318280,TRUE, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
31, Local-gov,80058,TRUE, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,64, United-States, <=50K
45, Private,274689,FALSE, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
42, Private,157367,TRUE, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, ?, <=50K
33, Private,217460,TRUE, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov,33727,TRUE, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc,166961,TRUE, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
