instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,delta temp,> avg temp,hum,windspeed,casual,registered,cnt,Casual Percent,Casual > 30%
390,1/25/12,1,1,1,0,3,1,1,0.294167,0.294821,-0.000654,FALSE,0.64375,0.161071,467,3803,4270,0.109367681,FALSE
391,1/26/12,1,1,1,0,4,1,2,0.341667,0.35605,-0.014383,FALSE,0.769583,0.0733958,244,3831,4075,0.059877301,FALSE
392,1/27/12,1,1,1,0,5,1,2,0.425,0.415383,0.009617,TRUE,0.74125,0.342667,269,3187,3456,0.077835648,FALSE
393,1/28/12,1,1,1,0,6,0,1,0.315833,0.326379,-0.010546,FALSE,0.543333,0.210829,775,3248,4023,0.192642307,FALSE
394,1/29/12,1,1,1,0,0,0,1,0.2825,0.272721,0.009779,TRUE,0.31125,0.24005,558,2685,3243,0.172062905,FALSE
395,1/30/12,1,1,1,0,1,1,1,0.269167,0.262625,0.006542,TRUE,0.400833,0.215792,126,3498,3624,0.034768212,FALSE
396,1/31/12,1,1,1,0,2,1,1,0.39,0.381317,0.008683,TRUE,0.416667,0.261817,324,4185,4509,0.071856287,FALSE
397,2/1/12,1,1,2,0,3,1,1,0.469167,0.466538,0.002629,TRUE,0.507917,0.189067,304,4275,4579,0.066390041,FALSE
398,2/2/12,1,1,2,0,4,1,2,0.399167,0.398971,0.000196,TRUE,0.672917,0.187187,190,3571,3761,0.050518479,FALSE
399,2/3/12,1,1,2,0,5,1,1,0.313333,0.309346,0.003987,TRUE,0.526667,0.178496,310,3841,4151,0.0746808,FALSE
400,2/4/12,1,1,2,0,6,0,2,0.264167,0.272725,-0.008558,FALSE,0.779583,0.121896,384,2448,2832,0.13559322,FALSE
401,2/5/12,1,1,2,0,0,0,2,0.265833,0.264521,0.001312,TRUE,0.687917,0.175996,318,2629,2947,0.107906345,FALSE
402,2/6/12,1,1,2,0,1,1,1,0.282609,0.296426,-0.013817,FALSE,0.622174,0.1538,206,3578,3784,0.054439746,FALSE
403,2/7/12,1,1,2,0,2,1,1,0.354167,0.361104,-0.006937,FALSE,0.49625,0.147379,199,4176,4375,0.045485714,FALSE
404,2/8/12,1,1,2,0,3,1,2,0.256667,0.266421,-0.009754,FALSE,0.722917,0.133721,109,2693,2802,0.038900785,FALSE
405,2/9/12,1,1,2,0,4,1,1,0.265,0.261988,0.003012,TRUE,0.562083,0.194037,163,3667,3830,0.042558747,FALSE
406,2/10/12,1,1,2,0,5,1,2,0.280833,0.293558,-0.012725,FALSE,0.54,0.116929,227,3604,3831,0.059253459,FALSE
407,2/11/12,1,1,2,0,6,0,3,0.224167,0.210867,0.0133,TRUE,0.73125,0.289796,192,1977,2169,0.088520055,FALSE
408,2/12/12,1,1,2,0,0,0,1,0.1275,0.101658,0.025842,TRUE,0.464583,0.409212,73,1456,1529,0.047743623,FALSE
409,2/13/12,1,1,2,0,1,1,1,0.2225,0.227913,-0.005413,FALSE,0.41125,0.167283,94,3328,3422,0.027469316,FALSE
410,2/14/12,1,1,2,0,2,1,2,0.319167,0.333946,-0.014779,FALSE,0.50875,0.141179,135,3787,3922,0.034421214,FALSE
411,2/15/12,1,1,2,0,3,1,1,0.348333,0.351629,-0.003296,FALSE,0.53125,0.1816,141,4028,4169,0.03382106,FALSE
412,2/16/12,1,1,2,0,4,1,2,0.316667,0.330162,-0.013495,FALSE,0.752917,0.091425,74,2931,3005,0.024625624,FALSE
413,2/17/12,1,1,2,0,5,1,1,0.343333,0.351629,-0.008296,FALSE,0.634583,0.205846,349,3805,4154,0.084015407,FALSE
414,2/18/12,1,1,2,0,6,0,1,0.346667,0.355425,-0.008758,FALSE,0.534583,0.190929,1435,2883,4318,0.332329782,TRUE
415,2/19/12,1,1,2,0,0,0,2,0.28,0.265788,0.014212,TRUE,0.515833,0.253112,618,2071,2689,0.229825214,FALSE
416,2/20/12,1,1,2,1,1,0,1,0.28,0.273391,0.006609,TRUE,0.507826,0.229083,502,2627,3129,0.160434644,FALSE
417,2/21/12,1,1,2,0,2,1,1,0.287826,0.295113,-0.007287,FALSE,0.594348,0.205717,163,3614,3777,0.043155944,FALSE
418,2/22/12,1,1,2,0,3,1,1,0.395833,0.392667,0.003166,TRUE,0.567917,0.234471,394,4379,4773,0.082547664,FALSE
419,2/23/12,1,1,2,0,4,1,1,0.454167,0.444446,0.009721,TRUE,0.554583,0.190913,516,4546,5062,0.101935994,FALSE
420,2/24/12,1,1,2,0,5,1,2,0.4075,0.410971,-0.003471,FALSE,0.7375,0.237567,246,3241,3487,0.070547749,FALSE
421,2/25/12,1,1,2,0,6,0,1,0.290833,0.255675,0.035158,TRUE,0.395833,0.421642,317,2415,2732,0.116032211,FALSE
422,2/26/12,1,1,2,0,0,0,1,0.279167,0.268308,0.010859,TRUE,0.41,0.205229,515,2874,3389,0.151962231,FALSE
423,2/27/12,1,1,2,0,1,1,1,0.366667,0.357954,0.008713,TRUE,0.490833,0.268033,253,4069,4322,0.058537714,FALSE
424,2/28/12,1,1,2,0,2,1,1,0.359167,0.353525,0.005642,TRUE,0.395833,0.193417,229,4134,4363,0.052486821,FALSE
425,2/29/12,1,1,2,0,3,1,2,0.344348,0.34847,-0.004122,FALSE,0.804783,0.179117,65,1769,1834,0.035441658,FALSE
426,3/1/12,1,1,3,0,4,1,1,0.485833,0.475371,0.010462,TRUE,0.615417,0.226987,325,4665,4990,0.065130261,FALSE
427,3/2/12,1,1,3,0,5,1,2,0.353333,0.359842,-0.006509,FALSE,0.657083,0.144904,246,2948,3194,0.077019411,FALSE
428,3/3/12,1,1,3,0,6,0,2,0.414167,0.413492,0.000675,TRUE,0.62125,0.161079,956,3110,4066,0.235120512,FALSE
429,3/4/12,1,1,3,0,0,0,1,0.325833,0.303021,0.022812,TRUE,0.403333,0.334571,710,2713,3423,0.207420391,FALSE
430,3/5/12,1,1,3,0,1,1,1,0.243333,0.241171,0.002162,TRUE,0.50625,0.228858,203,3130,3333,0.060906091,FALSE
431,3/6/12,1,1,3,0,2,1,1,0.258333,0.255042,0.003291,TRUE,0.456667,0.200875,221,3735,3956,0.05586451,FALSE
432,3/7/12,1,1,3,0,3,1,1,0.404167,0.3851,0.019067,TRUE,0.513333,0.345779,432,4484,4916,0.087876322,FALSE
433,3/8/12,1,1,3,0,4,1,1,0.5275,0.524604,0.002896,TRUE,0.5675,0.441563,486,4896,5382,0.090301003,FALSE
434,3/9/12,1,1,3,0,5,1,2,0.410833,0.397083,0.01375,TRUE,0.407083,0.4148,447,4122,4569,0.097833224,FALSE
435,3/10/12,1,1,3,0,6,0,1,0.2875,0.277767,0.009733,TRUE,0.350417,0.22575,968,3150,4118,0.235065566,FALSE
436,3/11/12,1,1,3,0,0,0,1,0.361739,0.35967,0.002069,TRUE,0.476957,0.222587,1658,3253,4911,0.337609448,TRUE
437,3/12/12,1,1,3,0,1,1,1,0.466667,0.459592,0.007075,TRUE,0.489167,0.207713,838,4460,5298,0.158172895,FALSE
438,3/13/12,1,1,3,0,2,1,1,0.565,0.542929,0.022071,TRUE,0.6175,0.23695,762,5085,5847,0.130323243,FALSE
439,3/14/12,1,1,3,0,3,1,1,0.5725,0.548617,0.023883,TRUE,0.507083,0.115062,997,5315,6312,0.157953105,FALSE
440,3/15/12,1,1,3,0,4,1,1,0.5575,0.532825,0.024675,TRUE,0.579583,0.149883,1005,5187,6192,0.162306202,FALSE
441,3/16/12,1,1,3,0,5,1,2,0.435833,0.436229,-0.000396,FALSE,0.842083,0.113192,548,3830,4378,0.125171311,FALSE
442,3/17/12,1,1,3,0,6,0,2,0.514167,0.505046,0.009121,TRUE,0.755833,0.110704,3155,4681,7836,0.402628892,TRUE
443,3/18/12,1,1,3,0,0,0,2,0.4725,0.464,0.0085,TRUE,0.81,0.126883,2207,3685,5892,0.374575696,TRUE
444,3/19/12,1,1,3,0,1,1,1,0.545,0.532821,0.012179,TRUE,0.72875,0.162317,982,5171,6153,0.159596945,FALSE
445,3/20/12,1,1,3,0,2,1,1,0.560833,0.538533,0.0223,TRUE,0.807917,0.121271,1051,5042,6093,0.172493025,FALSE
446,3/21/12,2,1,3,0,3,1,2,0.531667,0.513258,0.018409,TRUE,0.82125,0.0895583,1122,5108,6230,0.180096308,FALSE
447,3/22/12,2,1,3,0,4,1,1,0.554167,0.531567,0.0226,TRUE,0.83125,0.117562,1334,5537,6871,0.194149323,FALSE
448,3/23/12,2,1,3,0,5,1,2,0.601667,0.570067,0.0316,TRUE,0.694167,0.1163,2469,5893,8362,0.295264291,FALSE
449,3/24/12,2,1,3,0,6,0,2,0.5025,0.486733,0.015767,TRUE,0.885417,0.192783,1033,2339,3372,0.306346382,TRUE
450,3/25/12,2,1,3,0,0,0,2,0.4375,0.437488,1.2E-05,TRUE,0.880833,0.220775,1532,3464,4996,0.306645316,TRUE
451,3/26/12,2,1,3,0,1,1,1,0.445833,0.43875,0.007083,TRUE,0.477917,0.386821,795,4763,5558,0.143037064,FALSE
452,3/27/12,2,1,3,0,2,1,1,0.323333,0.315654,0.007679,TRUE,0.29,0.187192,531,4571,5102,0.104076833,FALSE
453,3/28/12,2,1,3,0,3,1,1,0.484167,0.47095,0.013217,TRUE,0.48125,0.291671,674,5024,5698,0.118287118,FALSE
454,3/29/12,2,1,3,0,4,1,1,0.494167,0.482304,0.011863,TRUE,0.439167,0.31965,834,5299,6133,0.135985651,FALSE
455,3/30/12,2,1,3,0,5,1,2,0.37,0.375621,-0.005621,FALSE,0.580833,0.138067,796,4663,5459,0.145814252,FALSE
456,3/31/12,2,1,3,0,6,0,2,0.424167,0.421708,0.002459,TRUE,0.738333,0.250617,2301,3934,6235,0.36904571,TRUE
457,4/1/12,2,1,4,0,0,0,2,0.425833,0.417287,0.008546,TRUE,0.67625,0.172267,2347,3694,6041,0.388511836,TRUE
458,4/2/12,2,1,4,0,1,1,1,0.433913,0.427513,0.0064,TRUE,0.504348,0.312139,1208,4728,5936,0.203504043,FALSE
459,4/3/12,2,1,4,0,2,1,1,0.466667,0.461483,0.005184,TRUE,0.396667,0.100133,1348,5424,6772,0.199054932,FALSE
460,4/4/12,2,1,4,0,3,1,1,0.541667,0.53345,0.008217,TRUE,0.469583,0.180975,1058,5378,6436,0.164387819,FALSE
461,4/5/12,2,1,4,0,4,1,1,0.435,0.431163,0.003837,TRUE,0.374167,0.219529,1192,5265,6457,0.184605854,FALSE
462,4/6/12,2,1,4,0,5,1,1,0.403333,0.390767,0.012566,TRUE,0.377083,0.300388,1807,4653,6460,0.279721362,FALSE
463,4/7/12,2,1,4,0,6,0,1,0.4375,0.426129,0.011371,TRUE,0.254167,0.274871,3252,3605,6857,0.47425988,TRUE
464,4/8/12,2,1,4,0,0,0,1,0.5,0.492425,0.007575,TRUE,0.275833,0.232596,2230,2939,5169,0.431418069,TRUE
465,4/9/12,2,1,4,0,1,1,1,0.489167,0.476638,0.012529,TRUE,0.3175,0.358196,905,4680,5585,0.162041182,FALSE
466,4/10/12,2,1,4,0,2,1,1,0.446667,0.436233,0.010434,TRUE,0.435,0.249375,819,5099,5918,0.138391348,FALSE
467,4/11/12,2,1,4,0,3,1,1,0.348696,0.337274,0.011422,TRUE,0.469565,0.295274,482,4380,4862,0.099136158,FALSE
468,4/12/12,2,1,4,0,4,1,1,0.3975,0.387604,0.009896,TRUE,0.46625,0.290429,663,4746,5409,0.122573489,FALSE
469,4/13/12,2,1,4,0,5,1,1,0.4425,0.431808,0.010692,TRUE,0.408333,0.155471,1252,5146,6398,0.195686152,FALSE
470,4/14/12,2,1,4,0,6,0,1,0.495,0.487996,0.007004,TRUE,0.502917,0.190917,2795,4665,7460,0.374664879,TRUE
471,4/15/12,2,1,4,0,0,0,1,0.606667,0.573875,0.032792,TRUE,0.507917,0.225129,2846,4286,7132,0.399046551,TRUE
472,4/16/12,2,1,4,1,1,0,1,0.664167,0.614925,0.049242,TRUE,0.561667,0.284829,1198,5172,6370,0.188069074,FALSE
473,4/17/12,2,1,4,0,2,1,1,0.608333,0.598487,0.009846,TRUE,0.390417,0.273629,989,5702,6691,0.147810492,FALSE
474,4/18/12,2,1,4,0,3,1,2,0.463333,0.457038,0.006295,TRUE,0.569167,0.167912,347,4020,4367,0.079459583,FALSE
475,4/19/12,2,1,4,0,4,1,1,0.498333,0.493046,0.005287,TRUE,0.6125,0.0659292,846,5719,6565,0.128865194,FALSE
476,4/20/12,2,1,4,0,5,1,1,0.526667,0.515775,0.010892,TRUE,0.694583,0.149871,1340,5950,7290,0.183813443,FALSE
477,4/21/12,2,1,4,0,6,0,1,0.57,0.542921,0.027079,TRUE,0.682917,0.283587,2541,4083,6624,0.383605072,TRUE
478,4/22/12,2,1,4,0,0,0,3,0.396667,0.389504,0.007163,TRUE,0.835417,0.344546,120,907,1027,0.11684518,FALSE
479,4/23/12,2,1,4,0,1,1,2,0.321667,0.301125,0.020542,TRUE,0.766667,0.303496,195,3019,3214,0.06067206,FALSE
480,4/24/12,2,1,4,0,2,1,1,0.413333,0.405283,0.00805,TRUE,0.454167,0.249383,518,5115,5633,0.091958104,FALSE
481,4/25/12,2,1,4,0,3,1,1,0.476667,0.470317,0.00635,TRUE,0.427917,0.118792,655,5541,6196,0.105713363,FALSE
482,4/26/12,2,1,4,0,4,1,2,0.498333,0.483583,0.01475,TRUE,0.756667,0.176625,475,4551,5026,0.094508556,FALSE
483,4/27/12,2,1,4,0,5,1,1,0.4575,0.452637,0.004863,TRUE,0.400833,0.347633,1014,5219,6233,0.162682496,FALSE
484,4/28/12,2,1,4,0,6,0,2,0.376667,0.377504,-0.000837,FALSE,0.489583,0.129975,1120,3100,4220,0.265402844,FALSE
485,4/29/12,2,1,4,0,0,0,1,0.458333,0.450121,0.008212,TRUE,0.587083,0.116908,2229,4075,6304,0.353585025,TRUE
486,4/30/12,2,1,4,0,1,1,2,0.464167,0.457696,0.006471,TRUE,0.57,0.171638,665,4907,5572,0.119346734,FALSE
487,5/1/12,2,1,5,0,2,1,2,0.613333,0.577021,0.036312,TRUE,0.659583,0.156096,653,5087,5740,0.113763066,FALSE
488,5/2/12,2,1,5,0,3,1,1,0.564167,0.537896,0.026271,TRUE,0.797083,0.138058,667,5502,6169,0.108121251,FALSE
489,5/3/12,2,1,5,0,4,1,2,0.56,0.537242,0.022758,TRUE,0.768333,0.133696,764,5657,6421,0.118984582,FALSE
490,5/4/12,2,1,5,0,5,1,1,0.6275,0.590917,0.036583,TRUE,0.735417,0.162938,1069,5227,6296,0.169790343,FALSE
491,5/5/12,2,1,5,0,6,0,2,0.621667,0.584608,0.037059,TRUE,0.756667,0.152992,2496,4387,6883,0.362632573,TRUE
492,5/6/12,2,1,5,0,0,0,2,0.5625,0.546737,0.015763,TRUE,0.74,0.149879,2135,4224,6359,0.335744614,TRUE
493,5/7/12,2,1,5,0,1,1,2,0.5375,0.527142,0.010358,TRUE,0.664167,0.230721,1008,5265,6273,0.160688666,FALSE
494,5/8/12,2,1,5,0,2,1,2,0.581667,0.557471,0.024196,TRUE,0.685833,0.296029,738,4990,5728,0.128840782,FALSE
495,5/9/12,2,1,5,0,3,1,2,0.575,0.553025,0.021975,TRUE,0.744167,0.216412,620,4097,4717,0.131439474,FALSE
496,5/10/12,2,1,5,0,4,1,1,0.505833,0.491783,0.01405,TRUE,0.552083,0.314063,1026,5546,6572,0.156116859,FALSE
497,5/11/12,2,1,5,0,5,1,1,0.533333,0.520833,0.0125,TRUE,0.360417,0.236937,1319,5711,7030,0.187624467,FALSE
498,5/12/12,2,1,5,0,6,0,1,0.564167,0.544817,0.01935,TRUE,0.480417,0.123133,2622,4807,7429,0.352941176,TRUE
499,5/13/12,2,1,5,0,0,0,1,0.6125,0.585238,0.027262,TRUE,0.57625,0.225117,2172,3946,6118,0.35501798,TRUE
500,5/14/12,2,1,5,0,1,1,2,0.573333,0.5499,0.023433,TRUE,0.789583,0.212692,342,2501,2843,0.120295463,FALSE
501,5/15/12,2,1,5,0,2,1,2,0.611667,0.576404,0.035263,TRUE,0.794583,0.147392,625,4490,5115,0.122189638,FALSE
502,5/16/12,2,1,5,0,3,1,1,0.636667,0.595975,0.040692,TRUE,0.697917,0.122512,991,6433,7424,0.133485991,FALSE
503,5/17/12,2,1,5,0,4,1,1,0.593333,0.572613,0.02072,TRUE,0.52,0.229475,1242,6142,7384,0.168201517,FALSE
504,5/18/12,2,1,5,0,5,1,1,0.564167,0.551121,0.013046,TRUE,0.523333,0.136817,1521,6118,7639,0.199109831,FALSE
505,5/19/12,2,1,5,0,6,0,1,0.6,0.566908,0.033092,TRUE,0.45625,0.083975,3410,4884,8294,0.411140584,TRUE
506,5/20/12,2,1,5,0,0,0,1,0.620833,0.583967,0.036866,TRUE,0.530417,0.254367,2704,4425,7129,0.379295834,TRUE
507,5/21/12,2,1,5,0,1,1,2,0.598333,0.565667,0.032666,TRUE,0.81125,0.233204,630,3729,4359,0.144528562,FALSE
508,5/22/12,2,1,5,0,2,1,2,0.615,0.580825,0.034175,TRUE,0.765833,0.118167,819,5254,6073,0.134859213,FALSE
509,5/23/12,2,1,5,0,3,1,2,0.621667,0.584612,0.037055,TRUE,0.774583,0.102,766,4494,5260,0.145627376,FALSE
510,5/24/12,2,1,5,0,4,1,1,0.655,0.6067,0.0483,TRUE,0.716667,0.172896,1059,5711,6770,0.156425406,FALSE
511,5/25/12,2,1,5,0,5,1,1,0.68,0.627529,0.052471,TRUE,0.747083,0.14055,1417,5317,6734,0.21042471,FALSE
512,5/26/12,2,1,5,0,6,0,1,0.6925,0.642696,0.049804,TRUE,0.7325,0.198992,2855,3681,6536,0.436811506,TRUE
513,5/27/12,2,1,5,0,0,0,1,0.69,0.641425,0.048575,TRUE,0.697083,0.215171,3283,3308,6591,0.498103474,TRUE
514,5/28/12,2,1,5,1,1,0,1,0.7125,0.6793,0.0332,TRUE,0.67625,0.196521,2557,3486,6043,0.423134205,TRUE
515,5/29/12,2,1,5,0,2,1,1,0.7225,0.672992,0.049508,TRUE,0.684583,0.2954,880,4863,5743,0.153230019,FALSE
516,5/30/12,2,1,5,0,3,1,2,0.656667,0.611129,0.045538,TRUE,0.67,0.134329,745,6110,6855,0.108679796,FALSE
517,5/31/12,2,1,5,0,4,1,1,0.68,0.631329,0.048671,TRUE,0.492917,0.195279,1100,6238,7338,0.149904606,FALSE
518,6/1/12,2,1,6,0,5,1,2,0.654167,0.607962,0.046205,TRUE,0.755417,0.237563,533,3594,4127,0.129149503,FALSE
519,6/2/12,2,1,6,0,6,0,1,0.583333,0.566288,0.017045,TRUE,0.549167,0.186562,2795,5325,8120,0.344211823,TRUE
520,6/3/12,2,1,6,0,0,0,1,0.6025,0.575133,0.027367,TRUE,0.493333,0.184087,2494,5147,7641,0.326397068,TRUE
521,6/4/12,2,1,6,0,1,1,1,0.5975,0.578283,0.019217,TRUE,0.487083,0.284833,1071,5927,6998,0.153043727,FALSE
522,6/5/12,2,1,6,0,2,1,2,0.540833,0.525892,0.014941,TRUE,0.613333,0.209575,968,6033,7001,0.138265962,FALSE
523,6/6/12,2,1,6,0,3,1,1,0.554167,0.542292,0.011875,TRUE,0.61125,0.077125,1027,6028,7055,0.145570517,FALSE
524,6/7/12,2,1,6,0,4,1,1,0.6025,0.569442,0.033058,TRUE,0.567083,0.15735,1038,6456,7494,0.138510809,FALSE
525,6/8/12,2,1,6,0,5,1,1,0.649167,0.597862,0.051305,TRUE,0.467917,0.175383,1488,6248,7736,0.192347466,FALSE
526,6/9/12,2,1,6,0,6,0,1,0.710833,0.648367,0.062466,TRUE,0.437083,0.144287,2708,4790,7498,0.361162977,TRUE
527,6/10/12,2,1,6,0,0,0,1,0.726667,0.663517,0.06315,TRUE,0.538333,0.133721,2224,4374,6598,0.33707184,TRUE
528,6/11/12,2,1,6,0,1,1,2,0.720833,0.659721,0.061112,TRUE,0.587917,0.207713,1017,5647,6664,0.152611044,FALSE
529,6/12/12,2,1,6,0,2,1,2,0.653333,0.597875,0.055458,TRUE,0.833333,0.214546,477,4495,4972,0.095937249,FALSE
530,6/13/12,2,1,6,0,3,1,1,0.655833,0.611117,0.044716,TRUE,0.582083,0.343279,1173,6248,7421,0.158064951,FALSE
531,6/14/12,2,1,6,0,4,1,1,0.648333,0.624383,0.02395,TRUE,0.569583,0.253733,1180,6183,7363,0.160260763,FALSE
532,6/15/12,2,1,6,0,5,1,1,0.639167,0.599754,0.039413,TRUE,0.589583,0.176617,1563,6102,7665,0.203913894,FALSE
533,6/16/12,2,1,6,0,6,0,1,0.631667,0.594708,0.036959,TRUE,0.504167,0.166667,2963,4739,7702,0.384705271,TRUE
534,6/17/12,2,1,6,0,0,0,1,0.5925,0.571975,0.020525,TRUE,0.59875,0.144904,2634,4344,6978,0.377472055,TRUE
535,6/18/12,2,1,6,0,1,1,2,0.568333,0.544842,0.023491,TRUE,0.777917,0.174746,653,4446,5099,0.128064326,FALSE
536,6/19/12,2,1,6,0,2,1,1,0.688333,0.654692,0.033641,TRUE,0.69,0.148017,968,5857,6825,0.141831502,FALSE
537,6/20/12,2,1,6,0,3,1,1,0.7825,0.720975,0.061525,TRUE,0.592083,0.113812,872,5339,6211,0.140396071,FALSE
538,6/21/12,3,1,6,0,4,1,1,0.805833,0.752542,0.053291,TRUE,0.567917,0.118787,778,5127,5905,0.131752752,FALSE
539,6/22/12,3,1,6,0,5,1,1,0.7775,0.724121,0.053379,TRUE,0.57375,0.182842,964,4859,5823,0.165550404,FALSE
540,6/23/12,3,1,6,0,6,0,1,0.731667,0.652792,0.078875,TRUE,0.534583,0.179721,2657,4801,7458,0.356261732,TRUE
541,6/24/12,3,1,6,0,0,0,1,0.743333,0.674254,0.069079,TRUE,0.479167,0.145525,2551,4340,6891,0.370193005,TRUE
542,6/25/12,3,1,6,0,1,1,1,0.715833,0.654042,0.061791,TRUE,0.504167,0.300383,1139,5640,6779,0.168018882,FALSE
543,6/26/12,3,1,6,0,2,1,1,0.630833,0.594704,0.036129,TRUE,0.373333,0.347642,1077,6365,7442,0.144719162,FALSE
544,6/27/12,3,1,6,0,3,1,1,0.6975,0.640792,0.056708,TRUE,0.36,0.271775,1077,6258,7335,0.146830266,FALSE
545,6/28/12,3,1,6,0,4,1,1,0.749167,0.675512,0.073655,TRUE,0.4225,0.17165,921,5958,6879,0.133885739,FALSE
546,6/29/12,3,1,6,0,5,1,1,0.834167,0.786613,0.047554,TRUE,0.48875,0.165417,829,4634,5463,0.151748124,FALSE
547,6/30/12,3,1,6,0,6,0,1,0.765,0.687508,0.077492,TRUE,0.60125,0.161071,1455,4232,5687,0.255846668,FALSE
548,7/1/12,3,1,7,0,0,0,1,0.815833,0.750629,0.065204,TRUE,0.51875,0.168529,1421,4110,5531,0.256915567,FALSE
549,7/2/12,3,1,7,0,1,1,1,0.781667,0.702038,0.079629,TRUE,0.447083,0.195267,904,5323,6227,0.145174241,FALSE
550,7/3/12,3,1,7,0,2,1,1,0.780833,0.70265,0.078183,TRUE,0.492083,0.126237,1052,5608,6660,0.157957958,FALSE
551,7/4/12,3,1,7,1,3,0,1,0.789167,0.732337,0.05683,TRUE,0.53875,0.13495,2562,4841,7403,0.346075915,TRUE
552,7/5/12,3,1,7,0,4,1,1,0.8275,0.761367,0.066133,TRUE,0.457917,0.194029,1405,4836,6241,0.225124179,FALSE
553,7/6/12,3,1,7,0,5,1,1,0.828333,0.752533,0.0758,TRUE,0.450833,0.146142,1366,4841,6207,0.22007411,FALSE
554,7/7/12,3,1,7,0,6,0,1,0.861667,0.804913,0.056754,TRUE,0.492083,0.163554,1448,3392,4840,0.299173554,FALSE
555,7/8/12,3,1,7,0,0,0,1,0.8225,0.790396,0.032104,TRUE,0.57375,0.125629,1203,3469,4672,0.257491438,FALSE
556,7/9/12,3,1,7,0,1,1,2,0.710833,0.654054,0.056779,TRUE,0.683333,0.180975,998,5571,6569,0.151925712,FALSE
557,7/10/12,3,1,7,0,2,1,2,0.720833,0.664796,0.056037,TRUE,0.6675,0.151737,954,5336,6290,0.151669316,FALSE
558,7/11/12,3,1,7,0,3,1,1,0.716667,0.650271,0.066396,TRUE,0.633333,0.151733,975,6289,7264,0.134223568,FALSE
559,7/12/12,3,1,7,0,4,1,1,0.715833,0.654683,0.06115,TRUE,0.529583,0.146775,1032,6414,7446,0.138597905,FALSE
560,7/13/12,3,1,7,0,5,1,2,0.731667,0.667933,0.063734,TRUE,0.485833,0.08085,1511,5988,7499,0.201493532,FALSE
561,7/14/12,3,1,7,0,6,0,2,0.703333,0.666042,0.037291,TRUE,0.699167,0.143679,2355,4614,6969,0.337925097,TRUE
562,7/15/12,3,1,7,0,0,0,1,0.745833,0.705196,0.040637,TRUE,0.717917,0.166667,1920,4111,6031,0.318355165,TRUE
563,7/16/12,3,1,7,0,1,1,1,0.763333,0.724125,0.039208,TRUE,0.645,0.164187,1088,5742,6830,0.159297218,FALSE
564,7/17/12,3,1,7,0,2,1,1,0.818333,0.755683,0.06265,TRUE,0.505833,0.114429,921,5865,6786,0.135720601,FALSE
565,7/18/12,3,1,7,0,3,1,1,0.793333,0.745583,0.04775,TRUE,0.577083,0.137442,799,4914,5713,0.139856468,FALSE
566,7/19/12,3,1,7,0,4,1,1,0.77,0.714642,0.055358,TRUE,0.600417,0.165429,888,5703,6591,0.134729176,FALSE
567,7/20/12,3,1,7,0,5,1,2,0.665833,0.613025,0.052808,TRUE,0.844167,0.208967,747,5123,5870,0.12725724,FALSE
568,7/21/12,3,1,7,0,6,0,3,0.595833,0.549912,0.045921,TRUE,0.865417,0.2133,1264,3195,4459,0.28347163,FALSE
569,7/22/12,3,1,7,0,0,0,2,0.6675,0.623125,0.044375,TRUE,0.7625,0.0939208,2544,4866,7410,0.343319838,TRUE
570,7/23/12,3,1,7,0,1,1,1,0.741667,0.690017,0.05165,TRUE,0.694167,0.138683,1135,5831,6966,0.162934252,FALSE
571,7/24/12,3,1,7,0,2,1,1,0.750833,0.70645,0.044383,TRUE,0.655,0.211454,1140,6452,7592,0.150158061,FALSE
572,7/25/12,3,1,7,0,3,1,1,0.724167,0.654054,0.070113,TRUE,0.45,0.1648,1383,6790,8173,0.16921571,FALSE
573,7/26/12,3,1,7,0,4,1,1,0.776667,0.739263,0.037404,TRUE,0.596667,0.284813,1036,5825,6861,0.150998397,FALSE
574,7/27/12,3,1,7,0,5,1,1,0.781667,0.734217,0.04745,TRUE,0.594583,0.152992,1259,5645,6904,0.182358053,FALSE
575,7/28/12,3,1,7,0,6,0,1,0.755833,0.697604,0.058229,TRUE,0.613333,0.15735,2234,4451,6685,0.334181002,TRUE
576,7/29/12,3,1,7,0,0,0,1,0.721667,0.667933,0.053734,TRUE,0.62375,0.170396,2153,4444,6597,0.326360467,TRUE
577,7/30/12,3,1,7,0,1,1,1,0.730833,0.684987,0.045846,TRUE,0.66875,0.153617,1040,6065,7105,0.146375792,FALSE
578,7/31/12,3,1,7,0,2,1,1,0.713333,0.662896,0.050437,TRUE,0.704167,0.165425,968,6248,7216,0.134146341,FALSE
579,8/1/12,3,1,8,0,3,1,1,0.7175,0.667308,0.050192,TRUE,0.6775,0.141179,1074,6506,7580,0.141688654,FALSE
580,8/2/12,3,1,8,0,4,1,1,0.7525,0.707088,0.045412,TRUE,0.659583,0.129354,983,6278,7261,0.135380802,FALSE
581,8/3/12,3,1,8,0,5,1,2,0.765833,0.722867,0.042966,TRUE,0.6425,0.215792,1328,5847,7175,0.185087108,FALSE
582,8/4/12,3,1,8,0,6,0,1,0.793333,0.751267,0.042066,TRUE,0.613333,0.257458,2345,4479,6824,0.343640094,TRUE
583,8/5/12,3,1,8,0,0,0,1,0.769167,0.731079,0.038088,TRUE,0.6525,0.290421,1707,3757,5464,0.312408492,TRUE
